,s,p,o
8907,http://www.wikidata.org/entity/Q15872668,deathdate,1884-01-14
8908,http://www.wikidata.org/entity/Q15873636,deathdate,1924-12-18
8909,http://www.wikidata.org/entity/Q15874164,deathdate,1920-12-19
8910,http://www.wikidata.org/entity/Q15876782,deathdate,1989-12-25
8911,http://www.wikidata.org/entity/Q15876820,deathdate,1923-01-23
8912,http://www.wikidata.org/entity/Q15876836,deathdate,1902-05-14
8913,http://www.wikidata.org/entity/Q15877016,deathdate,1983-06-26
8914,http://www.wikidata.org/entity/Q15884196,deathdate,1857-06-07
8915,http://www.wikidata.org/entity/Q15998720,deathdate,1955-04-01
8916,http://www.wikidata.org/entity/Q21464611,deathdate,1942-12-15
8917,http://www.wikidata.org/entity/Q21502378,deathdate,1984-11-01
8918,http://www.wikidata.org/entity/Q21993329,deathdate,1946-09-16
8919,http://www.wikidata.org/entity/Q21993332,deathdate,1946-05-20
8920,http://www.wikidata.org/entity/Q21993333,deathdate,1946-02-21
8921,http://www.wikidata.org/entity/Q22041546,deathdate,1990-01-01
8922,http://www.wikidata.org/entity/Q22115159,deathdate,1900-02-10
8923,http://www.wikidata.org/entity/Q22226807,deathdate,1942-11-26
8924,http://www.wikidata.org/entity/Q22236587,deathdate,2007-03-10
8925,http://www.wikidata.org/entity/Q22668915,deathdate,1887-09-24
8926,http://www.wikidata.org/entity/Q22668930,deathdate,1993-02-25
8927,http://www.wikidata.org/entity/Q22806909,deathdate,1898-01-01
8928,http://www.wikidata.org/entity/Q22806909,deathdate,1899-01-01
8929,http://www.wikidata.org/entity/Q22937171,deathdate,2011-01-30
8930,http://www.wikidata.org/entity/Q24188893,deathdate,1890-05-30
8931,http://www.wikidata.org/entity/Q24249646,deathdate,1930-02-28
8932,http://www.wikidata.org/entity/Q24529693,deathdate,1893-04-13
8933,http://www.wikidata.org/entity/Q24716999,deathdate,1916-09-28
8934,http://www.wikidata.org/entity/Q24736010,deathdate,2008-02-27
8935,http://www.wikidata.org/entity/Q24736595,deathdate,2016-10-04
8936,http://www.wikidata.org/entity/Q26243081,deathdate,1936-07-29
8937,http://www.wikidata.org/entity/Q15126783,deathdate,1961-10-18
8938,http://www.wikidata.org/entity/Q15132996,deathdate,1997-06-25
8939,http://www.wikidata.org/entity/Q15160674,deathdate,1987-08-25
8940,http://www.wikidata.org/entity/Q16064771,deathdate,1979-04-06
8941,http://www.wikidata.org/entity/Q16069298,deathdate,1945-05-02
8942,http://www.wikidata.org/entity/Q16481531,deathdate,1964-06-25
8943,http://www.wikidata.org/entity/Q16831753,deathdate,1992-06-02
8944,http://www.wikidata.org/entity/Q16977536,deathdate,1964-01-02
8945,http://www.wikidata.org/entity/Q17300180,deathdate,1911-01-01
8946,http://www.wikidata.org/entity/Q17300242,deathdate,1967-08-09
8947,http://www.wikidata.org/entity/Q17317992,deathdate,1951-04-15
8948,http://www.wikidata.org/entity/Q17335072,deathdate,2001-03-10
8949,http://www.wikidata.org/entity/Q17343011,deathdate,1641-06-04
8950,http://www.wikidata.org/entity/Q17343011,deathdate,1641-06-05
8951,http://www.wikidata.org/entity/Q17351268,deathdate,1961-10-21
8952,http://www.wikidata.org/entity/Q17351424,deathdate,1950-01-02
8953,http://www.wikidata.org/entity/Q17351437,deathdate,1994-12-09
8954,http://www.wikidata.org/entity/Q17351479,deathdate,1878-01-19
8955,http://www.wikidata.org/entity/Q17351534,deathdate,1992-08-14
8956,http://www.wikidata.org/entity/Q17428180,deathdate,1919-01-01
8957,http://www.wikidata.org/entity/Q17428301,deathdate,1932-08-24
8958,http://www.wikidata.org/entity/Q18392515,deathdate,1907-02-15
8959,http://www.wikidata.org/entity/Q18516552,deathdate,1867-10-16
8960,http://www.wikidata.org/entity/Q18516676,deathdate,1952-06-10
8961,http://www.wikidata.org/entity/Q18516776,deathdate,1926-12-08
8962,http://www.wikidata.org/entity/Q18516809,deathdate,1962-03-19
8963,http://www.wikidata.org/entity/Q18516831,deathdate,1873-05-04
8964,http://www.wikidata.org/entity/Q23682350,deathdate,2021-04-15
8965,http://www.wikidata.org/entity/Q24073680,deathdate,2017-05-29
8966,http://www.wikidata.org/entity/Q25620079,deathdate,1982-04-17
8967,http://www.wikidata.org/entity/Q25640078,deathdate,1974-11-17
8968,http://www.wikidata.org/entity/Q25840966,deathdate,1878-11-19
8969,http://www.wikidata.org/entity/Q26255966,deathdate,2023-07-28
8970,http://www.wikidata.org/entity/Q26719525,deathdate,1998-10-13
8971,http://www.wikidata.org/entity/Q27048567,deathdate,2004-04-09
8972,http://www.wikidata.org/entity/Q27048567,deathdate,2004-09-04
8973,http://www.wikidata.org/entity/Q27050329,deathdate,1907-06-01
8974,http://www.wikidata.org/entity/Q27067943,deathdate,1892-06-22
8975,http://www.wikidata.org/entity/Q27080266,deathdate,2019-08-06
8976,http://www.wikidata.org/entity/Q27306810,deathdate,1892-05-27
8977,http://www.wikidata.org/entity/Q27496157,deathdate,1997-09-07
8978,http://www.wikidata.org/entity/Q27503102,deathdate,1853-05-17
8979,http://www.wikidata.org/entity/Q27503140,deathdate,1897-07-20
8980,http://www.wikidata.org/entity/Q27503377,deathdate,1901-04-01
8981,http://www.wikidata.org/entity/Q27503977,deathdate,1865-01-01
8982,http://www.wikidata.org/entity/Q27504276,deathdate,1951-07-23
8983,http://www.wikidata.org/entity/Q27507720,deathdate,1901-08-19
8984,http://www.wikidata.org/entity/Q27508336,deathdate,1865-02-18
8985,http://www.wikidata.org/entity/Q27508387,deathdate,1895-04-04
8986,http://www.wikidata.org/entity/Q27508551,deathdate,1896-07-26
8987,http://www.wikidata.org/entity/Q27864240,deathdate,1946-01-14
8988,http://www.wikidata.org/entity/Q27894111,deathdate,1942-08-24
8989,http://www.wikidata.org/entity/Q27988530,deathdate,1932-01-01
8990,http://www.wikidata.org/entity/Q28151206,deathdate,1938-08-03
8991,http://www.wikidata.org/entity/Q28177105,deathdate,1906-06-03
8992,http://www.wikidata.org/entity/Q28681518,deathdate,2019-09-17
8993,http://www.wikidata.org/entity/Q28724424,deathdate,1980-12-31
8994,http://www.wikidata.org/entity/Q28839257,deathdate,2017-02-20
8995,http://www.wikidata.org/entity/Q28919973,deathdate,1991-08-26
8996,http://www.wikidata.org/entity/Q28942422,deathdate,2021-04-11
8997,http://www.wikidata.org/entity/Q17496639,deathdate,1820-05-01
8998,http://www.wikidata.org/entity/Q17504933,deathdate,1978-01-01
8999,http://www.wikidata.org/entity/Q17697924,deathdate,2015-11-26
9000,http://www.wikidata.org/entity/Q17747487,deathdate,1945-03-03
9001,http://www.wikidata.org/entity/Q18002274,deathdate,1994-08-27
9002,http://www.wikidata.org/entity/Q18027498,deathdate,1897-09-19
9003,http://www.wikidata.org/entity/Q18093006,deathdate,1985-07-08
9004,http://www.wikidata.org/entity/Q18093249,deathdate,1927-03-06
9005,http://www.wikidata.org/entity/Q18093309,deathdate,1935-01-14
9006,http://www.wikidata.org/entity/Q18120068,deathdate,1920-12-08
9007,http://www.wikidata.org/entity/Q18169536,deathdate,1948-01-28
9008,http://www.wikidata.org/entity/Q18194686,deathdate,1949-08-14
9009,http://www.wikidata.org/entity/Q18225070,deathdate,1916-03-16
9010,http://www.wikidata.org/entity/Q18575538,deathdate,1995-09-05
9011,http://www.wikidata.org/entity/Q18586352,deathdate,1940-08-10
9012,http://www.wikidata.org/entity/Q18600010,deathdate,2014-10-27
9013,http://www.wikidata.org/entity/Q18655434,deathdate,1940-03-28
9014,http://www.wikidata.org/entity/Q18655459,deathdate,1952-12-02
9015,http://www.wikidata.org/entity/Q18663524,deathdate,1883-01-17
9016,http://www.wikidata.org/entity/Q18763316,deathdate,1930-01-11
9017,http://www.wikidata.org/entity/Q19329876,deathdate,1869-03-20
9018,http://www.wikidata.org/entity/Q19520890,deathdate,1966-08-29
9019,http://www.wikidata.org/entity/Q19574358,deathdate,1988-09-01
9020,http://www.wikidata.org/entity/Q19841153,deathdate,1686-01-01
9021,http://www.wikidata.org/entity/Q19841153,deathdate,1686-12-14
9022,http://www.wikidata.org/entity/Q19847469,deathdate,1906-08-04
9023,http://www.wikidata.org/entity/Q26925182,deathdate,2023-01-01
9024,http://www.wikidata.org/entity/Q26936713,deathdate,1883-09-09
9025,http://www.wikidata.org/entity/Q26936718,deathdate,1896-03-09
9026,http://www.wikidata.org/entity/Q26936813,deathdate,1967-07-11
9027,http://www.wikidata.org/entity/Q29019705,deathdate,1936-11-07
9028,http://www.wikidata.org/entity/Q29020972,deathdate,1951-11-09
9029,http://www.wikidata.org/entity/Q29046719,deathdate,1966-01-01
9030,http://www.wikidata.org/entity/Q29115627,deathdate,1883-01-11
9031,http://www.wikidata.org/entity/Q29221484,deathdate,2021-07-25
9032,http://www.wikidata.org/entity/Q29221940,deathdate,2018-10-13
9033,http://www.wikidata.org/entity/Q29223679,deathdate,2011-02-25
9034,http://www.wikidata.org/entity/Q29388151,deathdate,2024-07-06
9035,http://www.wikidata.org/entity/Q29404895,deathdate,2009-02-27
9036,http://www.wikidata.org/entity/Q29404908,deathdate,2015-01-01
9037,http://www.wikidata.org/entity/Q29404912,deathdate,2009-07-21
9038,http://www.wikidata.org/entity/Q29404922,deathdate,1993-12-10
9039,http://www.wikidata.org/entity/Q29404931,deathdate,2002-07-28
9040,http://www.wikidata.org/entity/Q29405009,deathdate,1964-11-16
9041,http://www.wikidata.org/entity/Q29432888,deathdate,1996-03-09
9042,http://www.wikidata.org/entity/Q29436076,deathdate,1936-01-05
9043,http://www.wikidata.org/entity/Q29436226,deathdate,2000-09-25
9044,http://www.wikidata.org/entity/Q30087386,deathdate,2010-04-24
9045,http://www.wikidata.org/entity/Q30131076,deathdate,1935-07-24
9046,http://www.wikidata.org/entity/Q30348477,deathdate,2017-06-13
9047,http://www.wikidata.org/entity/Q41882280,deathdate,2008-01-01
9048,http://www.wikidata.org/entity/Q18954427,deathdate,1990-12-24
9049,http://www.wikidata.org/entity/Q19688277,deathdate,1970-03-17
9050,http://www.wikidata.org/entity/Q19754950,deathdate,1983-09-17
9051,http://www.wikidata.org/entity/Q19898891,deathdate,2014-07-07
9052,http://www.wikidata.org/entity/Q19946164,deathdate,1968-01-01
9053,http://www.wikidata.org/entity/Q20604134,deathdate,1984-04-19
9054,http://www.wikidata.org/entity/Q20753164,deathdate,1775-02-28
9055,http://www.wikidata.org/entity/Q20847047,deathdate,1852-08-11
9056,http://www.wikidata.org/entity/Q20856151,deathdate,2022-09-06
9057,http://www.wikidata.org/entity/Q20857319,deathdate,1978-02-09
9058,http://www.wikidata.org/entity/Q20857381,deathdate,2020-04-24
9059,http://www.wikidata.org/entity/Q20963463,deathdate,1938-06-28
9060,http://www.wikidata.org/entity/Q20971851,deathdate,1986-12-25
9061,http://www.wikidata.org/entity/Q20972674,deathdate,1963-04-17
9062,http://www.wikidata.org/entity/Q20978359,deathdate,1981-05-27
9063,http://www.wikidata.org/entity/Q20978361,deathdate,1976-04-14
9064,http://www.wikidata.org/entity/Q20978381,deathdate,2021-05-02
9065,http://www.wikidata.org/entity/Q20978407,deathdate,1971-05-11
9066,http://www.wikidata.org/entity/Q20983177,deathdate,1945-01-21
9067,http://www.wikidata.org/entity/Q21043218,deathdate,1996-12-23
9068,http://www.wikidata.org/entity/Q21081050,deathdate,2005-01-03
9069,http://www.wikidata.org/entity/Q21081049,deathdate,1968-09-21
9070,http://www.wikidata.org/entity/Q21115451,deathdate,1970-03-19
9071,http://www.wikidata.org/entity/Q21115832,deathdate,1997-02-28
9072,http://www.wikidata.org/entity/Q21152644,deathdate,1937-03-20
9073,http://www.wikidata.org/entity/Q21170312,deathdate,1958-06-01
9074,http://www.wikidata.org/entity/Q21175594,deathdate,1959-01-06
9075,http://www.wikidata.org/entity/Q21181702,deathdate,1846-06-20
9076,http://www.wikidata.org/entity/Q21288845,deathdate,1969-01-01
9077,http://www.wikidata.org/entity/Q21450579,deathdate,1909-04-28
9078,http://www.wikidata.org/entity/Q21553141,deathdate,1989-10-07
9079,http://www.wikidata.org/entity/Q21997287,deathdate,2010-04-20
9080,http://www.wikidata.org/entity/Q22001951,deathdate,1945-02-17
9081,http://www.wikidata.org/entity/Q29553080,deathdate,1995-04-15
9082,http://www.wikidata.org/entity/Q29553605,deathdate,1962-04-15
9083,http://www.wikidata.org/entity/Q29554203,deathdate,1991-01-29
9084,http://www.wikidata.org/entity/Q29557105,deathdate,1955-01-25
9085,http://www.wikidata.org/entity/Q29557134,deathdate,1937-06-07
9086,http://www.wikidata.org/entity/Q29557155,deathdate,1910-03-07
9087,http://www.wikidata.org/entity/Q29557694,deathdate,2001-12-10
9088,http://www.wikidata.org/entity/Q29559954,deathdate,2023-01-30
9089,http://www.wikidata.org/entity/Q29560564,deathdate,1998-07-02
9090,http://www.wikidata.org/entity/Q29575231,deathdate,2021-06-26
9091,http://www.wikidata.org/entity/Q29575239,deathdate,2023-11-05
9092,http://www.wikidata.org/entity/Q29575257,deathdate,1881-05-21
9093,http://www.wikidata.org/entity/Q29575261,deathdate,1922-07-02
9094,http://www.wikidata.org/entity/Q29575320,deathdate,1995-08-09
9095,http://www.wikidata.org/entity/Q29585759,deathdate,1979-09-19
9096,http://www.wikidata.org/entity/Q33083297,deathdate,1932-04-02
9097,http://www.wikidata.org/entity/Q33113740,deathdate,1854-01-06
9098,http://www.wikidata.org/entity/Q35287512,deathdate,1986-02-12
9099,http://www.wikidata.org/entity/Q38031157,deathdate,1899-06-18
9100,http://www.wikidata.org/entity/Q40853489,deathdate,1933-12-05
9101,http://www.wikidata.org/entity/Q41028177,deathdate,1996-10-28
9102,http://www.wikidata.org/entity/Q42317453,deathdate,1936-12-18
9103,http://www.wikidata.org/entity/Q42320353,deathdate,2008-10-01
9104,http://www.wikidata.org/entity/Q42320478,deathdate,2017-11-09
9105,http://www.wikidata.org/entity/Q42320582,deathdate,1997-04-09
9106,http://www.wikidata.org/entity/Q42322092,deathdate,1989-04-25
9107,http://www.wikidata.org/entity/Q20006066,deathdate,2010-02-02
9108,http://www.wikidata.org/entity/Q20006066,deathdate,2012-01-01
9109,http://www.wikidata.org/entity/Q20006596,deathdate,1988-05-21
9110,http://www.wikidata.org/entity/Q20113695,deathdate,1775-01-01
9111,http://www.wikidata.org/entity/Q20113696,deathdate,1876-09-11
9112,http://www.wikidata.org/entity/Q20202981,deathdate,2018-03-18
9113,http://www.wikidata.org/entity/Q21545020,deathdate,1982-10-04
9114,http://www.wikidata.org/entity/Q21592046,deathdate,1994-05-05
9115,http://www.wikidata.org/entity/Q21592052,deathdate,1999-12-15
9116,http://www.wikidata.org/entity/Q21601803,deathdate,2002-04-24
9117,http://www.wikidata.org/entity/Q21714758,deathdate,1968-09-25
9118,http://www.wikidata.org/entity/Q21756096,deathdate,1923-12-08
9119,http://www.wikidata.org/entity/Q21756100,deathdate,1929-02-24
9120,http://www.wikidata.org/entity/Q21756116,deathdate,1936-01-07
9121,http://www.wikidata.org/entity/Q21759414,deathdate,1906-10-03
9122,http://www.wikidata.org/entity/Q21814367,deathdate,1927-12-12
9123,http://www.wikidata.org/entity/Q21845781,deathdate,1914-12-02
9124,http://www.wikidata.org/entity/Q21852928,deathdate,1908-10-18
9125,http://www.wikidata.org/entity/Q22330645,deathdate,1924-09-25
9126,http://www.wikidata.org/entity/Q22334074,deathdate,1979-04-05
9127,http://www.wikidata.org/entity/Q22342989,deathdate,1972-10-28
9128,http://www.wikidata.org/entity/Q22350528,deathdate,1962-01-22
9129,http://www.wikidata.org/entity/Q23038697,deathdate,1889-04-27
9130,http://www.wikidata.org/entity/Q24022528,deathdate,1678-02-28
9131,http://www.wikidata.org/entity/Q25926177,deathdate,1944-10-12
9132,http://www.wikidata.org/entity/Q27919503,deathdate,2015-05-26
9133,http://www.wikidata.org/entity/Q41255198,deathdate,1871-03-03
9134,http://www.wikidata.org/entity/Q41258365,deathdate,1959-07-27
9135,http://www.wikidata.org/entity/Q41259029,deathdate,1926-11-23
9136,http://www.wikidata.org/entity/Q41259461,deathdate,1901-03-03
9137,http://www.wikidata.org/entity/Q41261637,deathdate,1870-10-02
9138,http://www.wikidata.org/entity/Q41261711,deathdate,1902-06-21
9139,http://www.wikidata.org/entity/Q41263020,deathdate,2001-01-01
9140,http://www.wikidata.org/entity/Q41263020,deathdate,2001-04-01
9141,http://www.wikidata.org/entity/Q41267698,deathdate,1889-11-01
9142,http://www.wikidata.org/entity/Q41269484,deathdate,1979-09-19
9143,http://www.wikidata.org/entity/Q41276042,deathdate,1943-06-01
9144,http://www.wikidata.org/entity/Q41276683,deathdate,1931-12-07
9145,http://www.wikidata.org/entity/Q41277887,deathdate,1883-05-11
9146,http://www.wikidata.org/entity/Q41303566,deathdate,1979-05-07
9147,http://www.wikidata.org/entity/Q41311648,deathdate,1952-07-03
9148,http://www.wikidata.org/entity/Q41312029,deathdate,1889-03-11
9149,http://www.wikidata.org/entity/Q41312872,deathdate,1963-03-29
9150,http://www.wikidata.org/entity/Q41313872,deathdate,1954-11-05
9151,http://www.wikidata.org/entity/Q41315057,deathdate,1910-01-01
9152,http://www.wikidata.org/entity/Q41319737,deathdate,1866-05-07
9153,http://www.wikidata.org/entity/Q41320393,deathdate,1943-01-01
9154,http://www.wikidata.org/entity/Q41320393,deathdate,1962-06-25
9155,http://www.wikidata.org/entity/Q41323057,deathdate,1937-01-01
9156,http://www.wikidata.org/entity/Q41327555,deathdate,2008-10-07
9157,http://www.wikidata.org/entity/Q41328558,deathdate,1908-05-17
9158,http://www.wikidata.org/entity/Q41331107,deathdate,1900-05-10
9159,http://www.wikidata.org/entity/Q41331927,deathdate,1867-03-21
9160,http://www.wikidata.org/entity/Q41331961,deathdate,1876-07-27
9161,http://www.wikidata.org/entity/Q41332063,deathdate,1883-09-25
9162,http://www.wikidata.org/entity/Q41332177,deathdate,1873-08-20
9163,http://www.wikidata.org/entity/Q41338497,deathdate,1907-12-23
9164,http://www.wikidata.org/entity/Q41341827,deathdate,1950-04-12
9165,http://www.wikidata.org/entity/Q41342213,deathdate,1881-12-18
9166,http://www.wikidata.org/entity/Q42406887,deathdate,1929-10-03
9167,http://www.wikidata.org/entity/Q42421506,deathdate,1992-12-29
9168,http://www.wikidata.org/entity/Q43139430,deathdate,1939-07-24
9169,http://www.wikidata.org/entity/Q44174038,deathdate,1921-05-26
9170,http://www.wikidata.org/entity/Q47004222,deathdate,1944-06-29
9171,http://www.wikidata.org/entity/Q23888778,deathdate,1676-08-31
9172,http://www.wikidata.org/entity/Q24264132,deathdate,1962-01-24
9173,http://www.wikidata.org/entity/Q24412871,deathdate,1965-10-12
9174,http://www.wikidata.org/entity/Q24575524,deathdate,1962-05-15
9175,http://www.wikidata.org/entity/Q24577189,deathdate,1957-09-21
9176,http://www.wikidata.org/entity/Q25973460,deathdate,1936-06-09
9177,http://www.wikidata.org/entity/Q26133904,deathdate,1889-01-17
9178,http://www.wikidata.org/entity/Q26154992,deathdate,1942-10-20
9179,http://www.wikidata.org/entity/Q26156655,deathdate,1859-04-21
9180,http://www.wikidata.org/entity/Q26211873,deathdate,2010-12-23
9181,http://www.wikidata.org/entity/Q26250768,deathdate,1958-03-02
9182,http://www.wikidata.org/entity/Q26252915,deathdate,2000-11-03
9183,http://www.wikidata.org/entity/Q26271713,deathdate,1914-05-06
9184,http://www.wikidata.org/entity/Q26271713,deathdate,1914-06-05
9185,http://www.wikidata.org/entity/Q26271718,deathdate,1927-11-11
9186,http://www.wikidata.org/entity/Q26898510,deathdate,1957-12-24
9187,http://www.wikidata.org/entity/Q28070875,deathdate,2004-11-01
9188,http://www.wikidata.org/entity/Q42424374,deathdate,1947-12-21
9189,http://www.wikidata.org/entity/Q42424630,deathdate,2007-08-15
9190,http://www.wikidata.org/entity/Q42424659,deathdate,1935-03-08
9191,http://www.wikidata.org/entity/Q42424665,deathdate,2023-03-02
9192,http://www.wikidata.org/entity/Q42424669,deathdate,1988-01-01
9193,http://www.wikidata.org/entity/Q42424675,deathdate,2022-11-19
9194,http://www.wikidata.org/entity/Q42424687,deathdate,1999-07-04
9195,http://www.wikidata.org/entity/Q42429119,deathdate,2007-10-07
9196,http://www.wikidata.org/entity/Q42429149,deathdate,2011-01-01
9197,http://www.wikidata.org/entity/Q42429181,deathdate,1980-01-01
9198,http://www.wikidata.org/entity/Q42429181,deathdate,1980-08-24
9199,http://www.wikidata.org/entity/Q42429189,deathdate,2018-06-25
9200,http://www.wikidata.org/entity/Q42429218,deathdate,2008-12-30
9201,http://www.wikidata.org/entity/Q42429249,deathdate,1987-01-01
9202,http://www.wikidata.org/entity/Q42429318,deathdate,2013-05-27
9203,http://www.wikidata.org/entity/Q42429351,deathdate,1986-03-30
9204,http://www.wikidata.org/entity/Q42430011,deathdate,1966-01-01
9205,http://www.wikidata.org/entity/Q42572042,deathdate,2012-12-23
9206,http://www.wikidata.org/entity/Q45244706,deathdate,1952-08-08
9207,http://www.wikidata.org/entity/Q45962954,deathdate,1887-01-28
9208,http://www.wikidata.org/entity/Q45988341,deathdate,1986-01-01
9209,http://www.wikidata.org/entity/Q46998377,deathdate,1880-05-02
9210,http://www.wikidata.org/entity/Q46998749,deathdate,1939-12-03
9211,http://www.wikidata.org/entity/Q46998888,deathdate,1959-06-27
9212,http://www.wikidata.org/entity/Q46998905,deathdate,1970-02-01
9213,http://www.wikidata.org/entity/Q46999121,deathdate,1950-10-17
9214,http://www.wikidata.org/entity/Q47031215,deathdate,2024-01-26
9215,http://www.wikidata.org/entity/Q47072958,deathdate,1916-12-12
9216,http://www.wikidata.org/entity/Q47451027,deathdate,1980-01-01
9217,http://www.wikidata.org/entity/Q47451462,deathdate,1967-11-13
9218,http://www.wikidata.org/entity/Q47452322,deathdate,1970-03-05
9219,http://www.wikidata.org/entity/Q47499659,deathdate,1937-05-08
9220,http://www.wikidata.org/entity/Q50412331,deathdate,1998-01-01
9221,http://www.wikidata.org/entity/Q51077262,deathdate,1993-01-19
9222,http://www.wikidata.org/entity/Q51320813,deathdate,1992-01-20
9223,http://www.wikidata.org/entity/Q52151084,deathdate,2003-06-24
9224,http://www.wikidata.org/entity/Q52155152,deathdate,1915-06-30
9225,http://www.wikidata.org/entity/Q27430186,deathdate,2009-10-19
9226,http://www.wikidata.org/entity/Q27480745,deathdate,1972-10-16
9227,http://www.wikidata.org/entity/Q27670872,deathdate,1960-11-24
9228,http://www.wikidata.org/entity/Q27670983,deathdate,1930-05-16
9229,http://www.wikidata.org/entity/Q27893992,deathdate,2016-11-30
9230,http://www.wikidata.org/entity/Q27894071,deathdate,1976-09-17
9231,http://www.wikidata.org/entity/Q27894082,deathdate,1970-01-01
9232,http://www.wikidata.org/entity/Q28220230,deathdate,2001-04-05
9233,http://www.wikidata.org/entity/Q28220230,deathdate,2001-08-15
9234,http://www.wikidata.org/entity/Q28611155,deathdate,1914-12-23
9235,http://www.wikidata.org/entity/Q28660454,deathdate,1869-07-04
9236,http://www.wikidata.org/entity/Q28736864,deathdate,1934-04-05
9237,http://www.wikidata.org/entity/Q28747128,deathdate,1956-01-09
9238,http://www.wikidata.org/entity/Q28863549,deathdate,1984-09-22
9239,http://www.wikidata.org/entity/Q28941218,deathdate,1989-01-12
9240,http://www.wikidata.org/entity/Q29109826,deathdate,2008-09-10
9241,http://www.wikidata.org/entity/Q29169011,deathdate,1997-05-16
9242,http://www.wikidata.org/entity/Q29169039,deathdate,1972-04-26
9243,http://www.wikidata.org/entity/Q29415105,deathdate,1961-01-22
9244,http://www.wikidata.org/entity/Q29415653,deathdate,1933-01-01
9245,http://www.wikidata.org/entity/Q29436046,deathdate,2007-11-29
9246,http://www.wikidata.org/entity/Q29438279,deathdate,1932-01-18
9247,http://www.wikidata.org/entity/Q29511014,deathdate,2018-08-17
9248,http://www.wikidata.org/entity/Q30524288,deathdate,1895-07-15
9249,http://www.wikidata.org/entity/Q33142440,deathdate,1900-02-20
9250,http://www.wikidata.org/entity/Q33196157,deathdate,1875-01-01
9251,http://www.wikidata.org/entity/Q33837852,deathdate,1917-12-24
9252,http://www.wikidata.org/entity/Q42623006,deathdate,1989-06-01
9253,http://www.wikidata.org/entity/Q42623494,deathdate,1924-08-08
9254,http://www.wikidata.org/entity/Q42627420,deathdate,2000-05-04
9255,http://www.wikidata.org/entity/Q42665856,deathdate,1927-02-11
9256,http://www.wikidata.org/entity/Q42666107,deathdate,1972-05-28
9257,http://www.wikidata.org/entity/Q42667025,deathdate,1951-06-08
9258,http://www.wikidata.org/entity/Q42668251,deathdate,1942-05-27
9259,http://www.wikidata.org/entity/Q42668708,deathdate,1961-10-24
9260,http://www.wikidata.org/entity/Q42671711,deathdate,1935-07-17
9261,http://www.wikidata.org/entity/Q42750922,deathdate,2011-11-12
9262,http://www.wikidata.org/entity/Q46511964,deathdate,1927-09-27
9263,http://www.wikidata.org/entity/Q46697203,deathdate,1919-10-18
9264,http://www.wikidata.org/entity/Q46769500,deathdate,2024-10-26
9265,http://www.wikidata.org/entity/Q47528191,deathdate,1851-02-27
9266,http://www.wikidata.org/entity/Q47920470,deathdate,1935-05-12
9267,http://www.wikidata.org/entity/Q52156355,deathdate,1967-01-01
9268,http://www.wikidata.org/entity/Q52157110,deathdate,1978-01-01
9269,http://www.wikidata.org/entity/Q52157110,deathdate,1978-02-17
9270,http://www.wikidata.org/entity/Q52157110,deathdate,1978-03-17
9271,http://www.wikidata.org/entity/Q52157284,deathdate,1997-08-30
9272,http://www.wikidata.org/entity/Q52157317,deathdate,1968-10-09
9273,http://www.wikidata.org/entity/Q52158937,deathdate,2002-10-13
9274,http://www.wikidata.org/entity/Q52494103,deathdate,2000-02-08
9275,http://www.wikidata.org/entity/Q52735065,deathdate,1922-12-11
9276,http://www.wikidata.org/entity/Q52773966,deathdate,2023-05-14
9277,http://www.wikidata.org/entity/Q53252629,deathdate,1988-01-28
9278,http://www.wikidata.org/entity/Q55435497,deathdate,1972-03-27
9279,http://www.wikidata.org/entity/Q55590215,deathdate,2000-09-08
9280,http://www.wikidata.org/entity/Q55678007,deathdate,1917-02-26
9281,http://www.wikidata.org/entity/Q55678795,deathdate,1993-12-02
9282,http://www.wikidata.org/entity/Q29560121,deathdate,2017-11-17
9283,http://www.wikidata.org/entity/Q29575045,deathdate,1880-06-14
9284,http://www.wikidata.org/entity/Q29575049,deathdate,1901-01-25
9285,http://www.wikidata.org/entity/Q29654762,deathdate,1970-06-19
9286,http://www.wikidata.org/entity/Q30112459,deathdate,1932-11-18
9287,http://www.wikidata.org/entity/Q30223304,deathdate,1927-01-01
9288,http://www.wikidata.org/entity/Q37519861,deathdate,1919-05-13
9289,http://www.wikidata.org/entity/Q38098169,deathdate,1956-12-09
9290,http://www.wikidata.org/entity/Q38204964,deathdate,1996-01-25
9291,http://www.wikidata.org/entity/Q40165887,deathdate,2016-04-01
9292,http://www.wikidata.org/entity/Q40853756,deathdate,1958-01-01
9293,http://www.wikidata.org/entity/Q40853960,deathdate,1959-02-18
9294,http://www.wikidata.org/entity/Q41262514,deathdate,1990-06-17
9295,http://www.wikidata.org/entity/Q41278317,deathdate,1884-02-13
9296,http://www.wikidata.org/entity/Q46751621,deathdate,1918-09-19
9297,http://www.wikidata.org/entity/Q46993357,deathdate,1942-01-06
9298,http://www.wikidata.org/entity/Q46998300,deathdate,1963-01-01
9299,http://www.wikidata.org/entity/Q46998300,deathdate,1963-05-14
9300,http://www.wikidata.org/entity/Q46998889,deathdate,1946-10-01
9301,http://www.wikidata.org/entity/Q46999473,deathdate,1961-02-24
9302,http://www.wikidata.org/entity/Q47006178,deathdate,1947-07-13
9303,http://www.wikidata.org/entity/Q47010279,deathdate,1787-03-31
9304,http://www.wikidata.org/entity/Q47010279,deathdate,1787-04-01
9305,http://www.wikidata.org/entity/Q47010965,deathdate,1980-04-22
